profileUrl,screenName,userId,name,imgUrl,backgroundImg,bio,website,location,createdAt,followersCount,friendsCount,tweetsCount,certified,query,timestamp
https://twitter.com/kelmej,kelmej,16061946,Kellie Mejdrich,https://pbs.twimg.com/profile_images/1231986072068001792/7ffGJJYF_normal.jpg,https://pbs.twimg.com/profile_banners/16061946/1572290453,"Financial services reporter @POLITICO (SEC/CFTC). Wonky. Former: CQRollCall, OCRegister. AZ➡️CA➡️DC. Rhetoric=power. RT≠endorsement. kmejdrich@politico.com",https://t.co/PPMyQsPlIg,"Washington, DC",Sun Aug 31 03:20:17 +0000 2008,7800,8078,39491,Certified,https://twitter.com/moovit,2020-04-02T06:02:47.544Z
https://twitter.com/acbowen,acbowen,466263649,Andrew Bowen (he/him),https://pbs.twimg.com/profile_images/1229222821026357249/vDTJcOUZ_normal.jpg,https://pbs.twimg.com/profile_banners/466263649/1566850911,"@KPBSnews reporter covering housing, transportation & cars blocking sidewalks (#NorthParking). @sagaftra steward, @sdspj VP, gaily homosexual. #sissythatnews!",https://t.co/89xqf9us3Y,"San Diego, CA",Tue Jan 17 06:51:08 +0000 2012,3401,1513,10614,Certified,https://twitter.com/moovit,2020-04-02T06:02:47.544Z
https://twitter.com/StevenTDennis,StevenTDennis,46557945,Steven Dennis,https://pbs.twimg.com/profile_images/888499901776228355/V3knesxJ_normal.jpg,https://pbs.twimg.com/profile_banners/46557945/1501091814,@Bloomberg reporter. I talk to U.S. Senators in hallways. Ex-White House/CQ/Roll Call. Opinions mine. Email sdennis17@bloomberg.net,,"Washington, DC",Fri Jun 12 02:29:03 +0000 2009,111924,11366,92392,Certified,https://twitter.com/moovit,2020-04-02T06:02:47.544Z
https://twitter.com/loisbeckett,loisbeckett,21134925,Lois Beckett,https://pbs.twimg.com/profile_images/551921299992236032/BeRvU8hZ_normal.jpeg,https://pbs.twimg.com/profile_banners/21134925/1468853933,"Senior reporter @GuardianUS, West Coast bureau. 🇺🇸. Views = mine. lois.beckett@theguardian.com. ""The facts part is the job.""",https://t.co/WPfkaeNThX,"Oakland, CA",Tue Feb 17 21:48:57 +0000 2009,36290,9914,15775,Certified,https://twitter.com/moovit,2020-04-02T06:02:47.544Z
https://twitter.com/samarth,samarth,17998577,Samarth Bhaskar,https://pbs.twimg.com/profile_images/1006589919978897409/6Iz2oUxq_normal.jpg,https://pbs.twimg.com/profile_banners/17998577/1528815254,"Senior Editor for Digital Transition Strategy at NYTimes. Adjunct at Fordham. Raised in New Delhi and Normal, IL. (avi and cover by John Midgley)",https://t.co/fbMM9wCoxo,"Brooklyn, NY",Tue Dec 09 18:51:01 +0000 2008,2970,1869,23051,,https://twitter.com/moovit,2020-04-02T06:02:47.544Z
https://twitter.com/AlastairDalton,AlastairDalton,60284385,Alastair Dalton,https://pbs.twimg.com/profile_images/1108422116779675648/-e6-n8In_normal.png,https://pbs.twimg.com/profile_banners/60284385/1504331898,"Transport Correspondent and columnist, The Scotsman/Scotland on Sunday. adalton@scotsman.com",https://t.co/K27e0wuIBA,Glasgow,Sun Jul 26 11:09:14 +0000 2009,6047,5032,13385,,https://twitter.com/moovit,2020-04-02T06:02:47.544Z
https://twitter.com/fgbenavides,fgbenavides,281661897,Fernando Garcia Benavides,https://pbs.twimg.com/profile_images/725344239303925761/hYZpa5tF_normal.jpg,https://pbs.twimg.com/profile_banners/281661897/1442414671,"Interested in mobility, urbanism, and technology.
Law '00 @ICADE_Derecho
Business '01 @ICADE_CCEE
MBA '08 @StanfordGSB",https://t.co/CkpRGcTGZ0,,Wed Apr 13 18:27:28 +0000 2011,67,143,75,,https://twitter.com/moovit,2020-04-02T06:02:47.544Z
https://twitter.com/tavela,tavela,15396124,Marcelo Tavela 🇧🇷,https://pbs.twimg.com/profile_images/1227340461544820739/CXzSxdAb_normal.jpg,https://pbs.twimg.com/profile_banners/15396124/1581455979,"Com&Mkt @moovit_br Aqui menos trabalho, mais #Música #HQs #Filmes #Viagem #Corrida #Botafogo #Futebol #Basquete #MeioAmbiente Opiniões minhas; RT ñ é endosso",,Rio de Janeiro,Fri Jul 11 20:16:14 +0000 2008,439,1969,2243,,https://twitter.com/moovit,2020-04-02T06:02:47.544Z
https://twitter.com/alicebonasio,alicebonasio,277012264,Alice Bonasio,https://pbs.twimg.com/profile_images/1101996192177766400/KwlH74SS_normal.jpg,https://pbs.twimg.com/profile_banners/277012264/1522501946,"Tech Consultant and Speaker 
Editor-in-Chief @techtrends_tech
Writer @fastcompany @wired @tnw 
Curator @inside subscribe: https://t.co/BK66nDBcBd",https://t.co/Fzdt41y7MJ,United Kingdom,Mon Apr 04 14:38:06 +0000 2011,43217,1036,46712,Certified,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/BramiMichael,BramiMichael,1024608673350471692,BRAMI Michael,https://pbs.twimg.com/profile_images/1024609486965755904/yp2id71x_normal.jpg,https://pbs.twimg.com/profile_banners/1024608673350471692/1533120990,"A decouvrir ! Les outils décisionnels de Moovit permettant de faire des études granulaires et comparatives, via diverses analyses de mouvement des voyageurs.",https://t.co/mHeRFt8jLi,Israel,Wed Aug 01 10:51:58 +0000 2018,46,319,173,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/cvancells,cvancells,74391883,Consol Vancells,https://pbs.twimg.com/profile_images/1205241974376321024/DRxErSkd_normal.jpg,https://pbs.twimg.com/profile_banners/74391883/1585661094,City Branding Coordinator Barcelona City Council. Teaching about branding UPF. On my way to who I am. PA. #WhatIf #alwaysBarcelona #ActivaDesDeCasa,,"Sant Cugat del Vallès, Catalun",Tue Sep 15 07:28:57 +0000 2009,1222,1301,4918,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/marciohouse,marciohouse,18092903,Marcio Santos,https://pbs.twimg.com/profile_images/2645022883/ed20f4c359bd0f751c91b0fa2c309f1c_normal.png,,"Consultor de TI, Mestre de Pa-Kua e Embaixador do Moovit para o Brasil!",http://t.co/aIwHlezON7,"Fortaleza, Brésil",Sat Dec 13 03:38:02 +0000 2008,190,396,3404,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/parulinindia,parulinindia,240270115,PARUL SHARMA,https://pbs.twimg.com/profile_images/1219967550/Untitled-TrueColor-01_normal.jpg,https://pbs.twimg.com/profile_banners/240270115/1526187560,"#UrbanTransport #InclusiveCityPlanning #Accessibility #DRR, #SmartCities4All Indian Rep. #ICT #WebAccessibility #MIS, Ambassadorial Scholar #RotaryInternational",,"New Delhi, India",Wed Jan 19 14:58:48 +0000 2011,590,3265,4707,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/SmartCityA11y,SmartCityA11y,901065782045618177,SmartCities4All,https://pbs.twimg.com/profile_images/901071550333554688/H7obWHw3_normal.jpg,https://pbs.twimg.com/profile_banners/901065782045618177/1532629848,#SmartCities4All initiative is created to define the state of ICT accessibility in #SmartCities worldwide and to eliminate the digital divide for PwD.,https://t.co/3DjTWtpRI4,,Fri Aug 25 12:56:38 +0000 2017,1415,505,2244,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/jamesthu,jamesthu,249345736,James Thurston,https://pbs.twimg.com/profile_images/1176208770424332290/HGbH97Yd_normal.jpg,https://pbs.twimg.com/profile_banners/249345736/1397558205,Working for digital inclusion and human rights around the world.,https://t.co/3kr1vNwij8,,Tue Feb 08 21:30:28 +0000 2011,1320,1485,1812,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/BeateKubitz,BeateKubitz,3368084517,Beate Kubitz,https://pbs.twimg.com/profile_images/1039783898887143424/6ItK-MLp_normal.jpg,https://pbs.twimg.com/profile_banners/3368084517/1495662009,"Championing transport innovation and mobility as a service to improve air quality, congestion and connectedness. Cycling for fun...",https://t.co/dxvbbMpJYB,,Thu Jul 09 18:56:04 +0000 2015,1053,807,2801,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/busrayurgun,busrayurgun,275608252,Büşra Yürgün,https://pbs.twimg.com/profile_images/703226106359517184/wCHRVK2q_normal.jpg,https://pbs.twimg.com/profile_banners/275608252/1475162624,"Operations Manager @Moovit
BA Boğaziçi University",https://t.co/gqfNpmcRZE,"İstanbul, Türkiye",Fri Apr 01 16:37:27 +0000 2011,183,366,536,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/idan_sgv,idan_sgv,65879773,Idan Segev,https://pbs.twimg.com/profile_images/3685269700/8dfb538ecf71f8ea3e2a76db0ab2092a_normal.jpeg,https://pbs.twimg.com/profile_banners/65879773/1404115441,"Creative director at Mantis, lecturer at Shenkar, living in Israel",http://t.co/drtaC2SV61,,Sat Aug 15 11:27:06 +0000 2009,88,255,95,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/sabre23t,sabre23t,53885631,Sabre23t,https://pbs.twimg.com/profile_images/1046230495623696384/GyYB1cRQ_normal.jpg,https://pbs.twimg.com/profile_banners/53885631/1576570902,"An Independent Public Transport Analyst and Researcher based in Klang Valley, Malaysia.",,"Klang, Selangor, Malaysia",Sun Jul 05 10:40:09 +0000 2009,560,1151,5103,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/SFBJFocus,SFBJFocus,186952030,Eileen Cukier,https://pbs.twimg.com/profile_images/1180347827/Cukier_Eileen_normal.jpg,https://pbs.twimg.com/profile_banners/186952030/1412271682,Associate editor spearheading special reports and publications @SFBJNews. Style savant. Word nerd.,http://t.co/I4TCK2DDBk,South Florida,Sat Sep 04 21:20:15 +0000 2010,895,385,6672,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/IsraelinMiami,IsraelinMiami,18219010,Israel in Miami,https://pbs.twimg.com/profile_images/832297413528412160/PhpeB_nv_normal.jpg,https://pbs.twimg.com/profile_banners/18219010/1556821414,"Israel's diplomatic mission in Miami serving Florida, Alabama, Mississippi and Puerto Rico",https://t.co/VVeOwNvX0d,"Miami, FL",Thu Dec 18 17:06:08 +0000 2008,13346,3464,7085,Certified,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/TransportComm,TransportComm,277206671,Bernie Wagenblast,https://pbs.twimg.com/profile_images/1300104053/BWPic_normal.jpg,https://pbs.twimg.com/profile_banners/277206671/1443715013,"Transportation journalist; voice NYC subways, AirTrain, PATCO; host ITE Talks Transportation; transportation voiceover specialist; former NYC traffic reporter",http://t.co/Wh8vcLC2Mq,New Jersey,Mon Apr 04 22:30:44 +0000 2011,4091,2095,7178,Certified,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/carltonreid,carltonreid,14284095,Carlton Reid,https://pbs.twimg.com/profile_images/623567805825318912/1wFfjXtK_normal.jpg,https://pbs.twimg.com/profile_banners/14284095/1357317283,"Press Gazette Transport Journalist of the Year 2018. Contributor to https://t.co/0QAqoJRSfv & The Guardian. Author at Island Press, USA.",https://t.co/fqjYLfgiZq,"Ouseburn Valley, NCL",Wed Apr 02 15:43:58 +0000 2008,26327,3994,90409,Certified,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/CubicTS,CubicTS,450963304,Cubic Transportation Systems,https://pbs.twimg.com/profile_images/1201328981020160001/4tqmlbKD_normal.png,https://pbs.twimg.com/profile_banners/450963304/1575254124,Industry-leading integrator of payment & information tech for intelligent travel. #MaaS #WeAreCubic #MadeInSD #WhyWeDo #WeAreAllInThisTogether #TouchPass,https://t.co/R1Ez5uNgPn,Worldwide,Fri Dec 30 21:43:56 +0000 2011,4976,4201,12225,Certified,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/saritgana,saritgana,923451998,Sarit Gana Melamed,https://pbs.twimg.com/profile_images/555348583588057088/RJdY5Ndz_normal.jpeg,,,,,Sat Nov 03 15:35:45 +0000 2012,20,25,77,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/StevenJNorris,StevenJNorris,339033650,Steve Norris,https://pbs.twimg.com/profile_images/3128432947/4953d0e3ac1ca6338ab4b0e8103663bb_normal.jpeg,https://pbs.twimg.com/profile_banners/339033650/1528576171,"ex-MP,Transport Minister. Now Soho Estates, LRCH, Driver Group, This Land, Cubic Corp. Transport/property nerd. Used to be the Next Mayor of London",https://t.co/E2U3EX51j8,,Wed Jul 20 13:51:57 +0000 2011,3351,1136,11519,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/BorisKarsch,BorisKarsch,2893039183,Boris Karsch,https://pbs.twimg.com/profile_images/999292710035992576/wdnqJ_tF_normal.jpg,https://pbs.twimg.com/profile_banners/2893039183/1527085202,VP Strategy @CubicTS | Delivering value by bridging the business & tech divide through innovative solutions #MaaS #mobility #MSPartner,,"San Diego, CA",Fri Nov 07 16:52:46 +0000 2014,226,576,907,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/FabCityCrissy,FabCityCrissy,89608677,Crissy Ditmore,https://pbs.twimg.com/profile_images/1054521146203205632/mWovffuY_normal.jpg,https://pbs.twimg.com/profile_banners/89608677/1563504933,"Making cities fabulous, one day at a time. Mobility and connectivity for a better future. All words my own. #MaaS #Transit #transpo20 #TRBAM",https://t.co/x7QLyOSaCh,"ÜT: 58.303462,-134.408644",Fri Nov 13 02:48:24 +0000 2009,967,416,2857,,https://twitter.com/moovit,2020-04-02T06:02:48.122Z
https://twitter.com/mseduardon,mseduardon,3389783638,Eduardo Núñez,https://pbs.twimg.com/profile_images/625710433165426688/g0rlROPd_normal.jpg,https://pbs.twimg.com/profile_banners/3389783638/1500912043,"Versatile business executive with strong background in Azure, Cloud and Digital Transformation, Work for Microsoft",,,Thu Jul 23 18:45:24 +0000 2015,107,17,5082,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/ekassner,ekassner,78739135,Eduardo Kassner,https://pbs.twimg.com/profile_images/779777698075860992/FlFDAdds_normal.jpg,https://pbs.twimg.com/profile_banners/78739135/1400289500,"Chief Technology & Innovation Officer, in the One Commercial Partner Group at Microsoft Corporation.",,,Wed Sep 30 23:27:18 +0000 2009,1261,393,2548,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/TomBamonte,TomBamonte,48346591,Thomas Bamonte,https://pbs.twimg.com/profile_images/378800000139934505/00b5cada29d63ed8ec6ea340c6dc4f31_normal.jpeg,,Transportation technology and innovation. Automated vehicles. V2X technology. Transportation planning. Views expressed are my own.,https://t.co/7Hl7RlRwU5,Dallas/Oak Cliff,Thu Jun 18 13:20:58 +0000 2009,4078,1522,22575,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/airaio,airaio,3002448120,Aira,https://pbs.twimg.com/profile_images/804415310488948736/A3hBrqgt_normal.jpg,https://pbs.twimg.com/profile_banners/3002448120/1556821897,Aira is a service that provides those who are blind or low vision with instant access to trained agents who deliver objective visual information.,https://t.co/qC48lE2mc9,"San Diego, CA",Thu Jan 29 21:29:00 +0000 2015,3818,1113,3053,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/horovits,horovits,477940781,Dotan Horovits,https://pbs.twimg.com/profile_images/661426235604627456/fvqhk7Xp_normal.jpg,https://pbs.twimg.com/profile_banners/477940781/1446532091,"Technology evangelist, innovation enthusiast, Startup Nation resident, proud father. https://t.co/19YijiYPQK",https://t.co/2b6qWjZOLk,#StartUpNation,Sun Jan 29 18:46:08 +0000 2012,1400,1065,3196,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/DaZloc,DaZloc,37159736,Daniel Zloczower,https://pbs.twimg.com/profile_images/666541152313737216/xBOZAb1C_normal.jpg,https://pbs.twimg.com/profile_banners/37159736/1470821603,I do Sales & Business Development. Worldwide • #Automotive #Cybersecurity #SmartMobility #ConnectedCar #Telematics #IoT • Running #RealMadrid F1 •#StartUpNation,https://t.co/hQK8oeeGhY,TLV & Worldwide,Sat May 02 07:02:22 +0000 2009,719,615,2603,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/LoreanaAM,LoreanaAM,549416544,Loreana Marciante,https://pbs.twimg.com/profile_images/1073234984087937025/6xTU-0V3_normal.jpg,https://pbs.twimg.com/profile_banners/549416544/1479274084,#EmergingMobility solutions for #climate & #equity. #SmartCities #EVs #infrastructure #transit #AVs she/her,https://t.co/2reyMzE2z1,"Seattle, WA",Mon Apr 09 15:56:33 +0000 2012,172,475,927,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/abelarda1912,abelarda1912,3182946159,Massimo Ciuffini,https://pbs.twimg.com/profile_images/1101745377680728064/Zh7YJSlT_normal.jpg,https://pbs.twimg.com/profile_banners/3182946159/1501366533,Testa tra le nuvole/Piedi per terra,https://t.co/ukhpyn2UWN,,Sun Apr 19 12:48:54 +0000 2015,208,192,3511,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/accessgeo,accessgeo,1480379852,Megan Lawrence,https://pbs.twimg.com/profile_images/1134293765009448960/L0xcAZkh_normal.jpg,https://pbs.twimg.com/profile_banners/1480379852/1479176383,"Accessibility Technical Evangelist at Microsoft, deeply believes in inclusive design, user research, community engagement, smart cities",,"Redmond, WA",Mon Jun 03 18:41:42 +0000 2013,1292,300,1480,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/hminto,hminto,55346045,hector minto,https://pbs.twimg.com/profile_images/1232714650669715456/R7dxeQ1Z_normal.jpg,https://pbs.twimg.com/profile_banners/55346045/1575301149,"Assistive Technologist, Disability Inclusion Advocate and now Technical Evangelist for Accessibility at Microsoft EMEA",https://t.co/nyzY7wYAwp,Oxfordshire,Thu Jul 09 20:08:07 +0000 2009,6402,3550,10281,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/HagayUnterman,HagayUnterman,1170119347,Hagay Unterman,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,,,Mon Feb 11 21:43:16 +0000 2013,10,2,110,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/TAsheroff,TAsheroff,1002933559936606208,Tomer Asheroff,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,,,Sat Jun 02 15:22:49 +0000 2018,1,2,4,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/stevegindi,stevegindi,2212423873,Steve BarYakov Gindi,https://pbs.twimg.com/profile_images/992086058501378049/T3EhDW26_normal.jpg,https://pbs.twimg.com/profile_banners/2212423873/1479761646,"Devops Services like Charming CRM for business success, PhpList for NewsLetters. MongoDB on Windows and Linux on AWS. Judaica, Husband, Father  & Grandfather",https://t.co/pgCYCGCwN3,"Jerusalem, Israel",Sun Nov 24 12:39:07 +0000 2013,404,1228,5045,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/RJDevan,RJDevan,502740587,RJ Devan,https://pbs.twimg.com/profile_images/477121752661626880/Q5NNKbVd_normal.jpeg,https://pbs.twimg.com/profile_banners/502740587/1421040683,Journalist. Knowledge junkie. Observer. Reds fan.,https://t.co/r29wTrbkR1,Malaysia,Sat Feb 25 09:17:08 +0000 2012,74,376,273,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/arrobaraujo,arrobaraujo,757928493711761412,Erick Araujo 🔴⚫,https://pbs.twimg.com/profile_images/1227683294302658560/b94s0Yvk_normal.jpg,https://pbs.twimg.com/profile_banners/757928493711761412/1557426074,"Especialista em mobilidade urbana e fazer barraco quando tenho razão, e tbm operações no @Moovit_br",https://t.co/TZQRzJhEVE,São Paulo ↔ Cidade Maravilhosa,Tue Jul 26 13:20:09 +0000 2016,137,143,2027,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/Yakira70045446,Yakira70045446,1164499524175507457,Yakira,https://pbs.twimg.com/profile_images/1168047803962142721/OsZElpWd_normal.jpg,https://pbs.twimg.com/profile_banners/1164499524175507457/1567319309,"On a mission to make transport more efficient, accessible, and sustainable.",,,Thu Aug 22 11:28:45 +0000 2019,13,102,32,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/SanduskyTransit,SanduskyTransit,1002645280351809536,Sandusky Transit,https://pbs.twimg.com/profile_images/1145689543020093442/oJdScBJl_normal.jpg,https://pbs.twimg.com/profile_banners/1002645280351809536/1558991781,"We serve Sandusky & Perkins Twp. with 6 Fixed Routes & Paratransit, along with Dial-a-Ride service throughout Erie County; call 419-627-0740 to book a ride.",https://t.co/JuldvVL2SN,"Sandusky, OH",Fri Jun 01 20:17:17 +0000 2018,246,166,360,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/TransitCenter,TransitCenter,1855113846,TransitCenter,https://pbs.twimg.com/profile_images/791278803947515904/ySD9szfE_normal.jpg,https://pbs.twimg.com/profile_banners/1855113846/1477490527,A foundation improving public transit in cities across the U.S.,https://t.co/yCMzSHxpZf,New York City,Wed Sep 11 18:48:13 +0000 2013,15063,865,18448,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/ClaytonGuse,ClaytonGuse,537502692,Clayton Guse,https://pbs.twimg.com/profile_images/1243946765998600195/LRWimDve_normal.jpg,https://pbs.twimg.com/profile_banners/537502692/1575566760,"Transit at @nydailynews. It's pronounced Goose-Ah, damn it. Tips: cguse (at) nydailynews (dot) com",,New York City,Mon Mar 26 17:49:28 +0000 2012,3579,1517,7522,Certified,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
https://twitter.com/danrivoli,danrivoli,23028987,Dan Rivoli,https://pbs.twimg.com/profile_images/988259205630038016/cJHzUVZ9_normal.jpg,https://pbs.twimg.com/profile_banners/23028987/1426731157,reporter @NY1 covering how we move around the city  212-379-3415 || dan.rivoli@charter.com,https://t.co/e72A4RLeFV,all boros,Fri Mar 06 04:14:59 +0000 2009,7524,2164,24751,,https://twitter.com/moovit,2020-04-02T06:02:48.311Z
